PMID	DOI	Title	Year	PublicationTypes
24025646	10.1038/ki.2013.330	Pharmacological activation of NQO1 increases NAD⁺ levels and attenuates cisplatin-mediated acute kidney injury in mice.	2013	Journal Article
23946126	10.1002/lary.24360	Cisplatin otoprotection using transtympanic L-N-acetylcysteine: a pilot randomized study in head and neck cancer patients.	2013	Comparative Study
23900991	10.1002/lary.24323	Friend or foe? Effect of oral resveratrol on cisplatin ototoxicity.	2013	Journal Article
23821348	10.1007/s10162-013-0404-1	Bax, Bcl2, and p53 differentially regulate neomycin- and gentamicin-induced hair cell death in the zebrafish lateral line.	2013	Journal Article
24397911	10.1016/j.neulet.2013.12.063	The influence of sphingosine-1-phosphate receptor antagonists on gentamicin-induced hair cell loss of the rat cochlea.	2013	Journal Article
24453035	10.1002/anie.201308899	The prodrug platin-A: simultaneous release of cisplatin and aspirin.	2013	Journal Article
24032567	10.3109/00016489.2013.799777	Therapeutic effect of adeno-associated virus (AAV)-mediated ADNF-9 expression on cochlea of kanamycin-deafened guinea pigs.	2013	Comparative Study
24427595	10.1007/s12070-013-0642-x	Protective role of bilberry extract against Cisplatin induced ototoxicity in rats.	2013	Journal Article
23761299	10.1093/toxsci/kft127	Vestibulotoxic properties of potential metabolites of allylnitrile.	2013	Journal Article
24147358	NA	Netilmicin-induced modulation of melanogenesis in HEMa-LP melanocytes.	2013	Journal Article
24163613	10.1155/2013/182694	The role of thiamine pyrophosphate in prevention of cisplatin ototoxicity in an animal model.	2013	Journal Article
24141260	10.1038/srep02996	Cotransfection of Pax2 and Math1 promote in situ cochlear hair cell regeneration after neomycin insult.	2013	Journal Article
24318355	10.1007/s10534-013-9692-5	Cellular localization and developmental changes of the different isoforms of divalent metal transporter 1 (DMT1) in the inner ear of rats.	2013	Journal Article
23884286	10.1177/0194599813498218	Osteopontin does not mitigate cisplatin ototoxicity or nephrotoxicity in adult mice.	2013	Journal Article
23884329	10.1097/MAO.0b013e318291c610	Deafness induction in mice.	2013	Journal Article
23928512	10.1097/MAO.0b013e3182942240	A guinea pig model of selective severe high-frequency hearing loss.	2013	Journal Article
24057822	10.1055/s-0033-1354597	Bilateral vestibular loss.	2013	Journal Article
23872836	10.1038/clpt.2013.116	Genetics of cisplatin ototoxicity: confirming the unexplained?	2013	Journal Article
23825301	10.1126/scitranslmed.3006055	Bactericidal antibiotics induce mitochondrial dysfunction and oxidative damage in Mammalian cells.	2013	Journal Article
23831416	10.1016/S1470-2045(13)70272-9	Dose-dense cisplatin-based chemotherapy and surgery for children with high-risk hepatoblastoma (SIOPEL-4): a prospective, single-arm, feasibility study.	2013	Journal Article
23820299	10.1038/clpt.2013.121	The role of inherited TPMT and COMT genetic variation in cisplatin-induced ototoxicity in children with cancer.	2013	Journal Article
23769626	10.1016/j.tips.2013.05.006	Understanding platinum-induced ototoxicity.	2013	Journal Article
23736811	10.1177/0194599813491712	Effect of systemic lipopolysaccharide-induced inflammation on cytokine levels in the murine cochlea: a pilot study.	2013	Comparative Study
23651617	10.1016/j.toxlet.2013.04.023	Nephroprotective effect of GSK-3β inhibition by lithium ions and δ-opioid receptor agonist dalargin on gentamicin-induced nephrotoxicity.	2013	Comparative Study
23638948	10.3109/00016489.2013.776177	Diluted gadoteridol (ProHance®) causes mild ototoxicity in cochlear outer hair cells.	2013	Journal Article
24794343	10.1016/j.aquatox.2014.04.012	Integrating multiple bioassays to detect and assess impacts of sublethal exposure to metal mixtures in an estuarine fish.	2013	Journal Article
25206508	10.3969/j.issn.1673-5374.2013.21.008	Calpain mediated cisplatin-induced ototoxicity in mice.	2013	Journal Article
23933362	10.1016/j.fct.2013.07.069	Red ginseng protects against gentamicin-induced balance dysfunction and hearing loss in rats through antiapoptotic functions of ginsenoside Rb1.	2013	Journal Article
24120390	10.1016/j.arcmed.2013.09.013	Molsidomine prevents cisplatin-induced hepatotoxicity.	2013	Journal Article
24216561	10.6092/1590-8577/1629	Ototoxicity associated with oxaliplatin in a patient with pancreatic cancer.	2013	Case Reports
24344948	NA	Sudden hearing loss associated with tacrolimus after pediatric renal transplant.	2013	Case Reports
24343446	10.1117/1.JBO.18.12.128003	Effect of low-level laser treatment on cochlea hair-cell recovery after ototoxic hearing loss.	2013	Journal Article
24241639	10.1038/clpt.2013.178	Challenges in interpreting the evidence for genetic predictors of ototoxicity.	2013	Journal Article
24195528	10.2217/fon.13.204	Increasing the chances for platinum-sensitive ovarian cancer patients.	2013	Journal Article
24055622	10.1016/j.heares.2013.09.003	Age-related hearing loss patterns in Fischer 344/NHsd rats with cisplatin-induced hearing loss.	2013	Journal Article
23956204	10.1002/pbc.24699	Audiologic and vestibular assessment in patients with β-thalassemia major receiving long-term transfusion therapy.	2013	Journal Article
23754209	10.1002/lary.24235	Cochlear pharmacokinetics of cisplatin: an in vivo study in the guinea pig.	2013	Comparative Study
23606282	10.1007/s12035-013-8454-2	Cochlear inner hair cell ribbon synapse is the primary target of ototoxic aminoglycoside stimuli.	2013	Journal Article
24005042	10.1152/ajpcell.00077.2013	Extracellular Ca(2+) and Mg(2+) modulate aminoglycoside blockade of mechanotransducer channel-mediated Ca(2+) entry in zebrafish hair cells: an in vivo study with the SIET.	2013	Journal Article
24244454	10.1371/journal.pone.0079226	Ups and downs of Viagra: revisiting ototoxicity in the mouse model.	2013	Journal Article
24233331	NA	High-dose gentamicin in newborn infants: is it safe?	2013	Journal Article
24137434	NA	Protective effect of tanshinone IIA against radiation-induced ototoxicity in HEI-OC1 cells.	2013	Journal Article
24216513	NA	Sound preconditioning therapy inhibits ototoxic hearing loss in mice.	2013	Journal Article
24180784	10.1121/1.4824618	Otoacoustic emission sensitivity to exposure to styrene and noise.	2013	Journal Article
23962902	10.1097/CAD.0b013e3283650bda	Platinum compounds in children with cancer: toxicity and clinical management.	2013	Journal Article
23867989	10.1007/s11010-013-1756-x	Effect of streptomycin on melanogenesis and antioxidant status in melanocytes.	2013	Journal Article
23788258	10.1002/pbc.24631	Hearing loss and vestibular dysfunction among children with cancer after receiving aminoglycosides.	2013	Journal Article
24021919	10.1016/j.neuroscience.2013.08.059	Inner ear insult ablates the arousal response to hypoxia and hypercarbia.	2013	Journal Article
24153022	10.3851/IMP2693	Safety of cidofovir by intratympanic delivery technique.	2013	Journal Article
24422857	10.1186/1756-9966-32-74	Pharmacokinetic study and evaluation of the safety of taurolidine for dogs with osteosarcoma.	2013	Journal Article
24371920	NA	Polyamine inhibitors for treatment of feline oral squamous cell carcinoma: a proof-of-concept study.	2013	Journal Article
24224985	10.3766/jaaa.24.9.2	ABR obtained from time-efficient train stimuli for cisplatin ototoxicity monitoring.	2013	Journal Article
24198723	10.1155/2013/523480	Possible protective effect of sertraline against cisplatin-induced ototoxicity: an experimental study.	2013	Journal Article
24508748	10.1016/j.neuroscience.2014.01.057	Protective effect of rasagiline in aminoglycoside ototoxicity.	2013	Journal Article
24072246	10.1097/MPH.0000000000000028	Cisplatin-induced hearing loss: the need for a long-term evaluating system.	2013	Clinical Trial
25439704	10.1016/j.ijporl.2014.08.039	Hearing loss in a pediatric patient following cisplatin chemotherapy and subsequent exposure to excessive noise.	2013	Case Reports
23886424	10.3766/jaaa.24.6.3	Reduction in impulse noise-induced permanent threshold shift with intracochlear application of an NADPH oxidase inhibitor.	2013	Journal Article
23811456	NA	A model portraying experimental loss of hair cell: the use of distortion product otoacoustic emission in the assessment of rat's ear.	2013	Journal Article
25436046	10.3342/ceo.2014.7.4.275	Dexmedetomidine preconditioning attenuates Cisplatin-induced ototoxicity in zebrafish.	2013	Journal Article
23926258	10.1523/JNEUROSCI.0854-13.2013	Protection of spiral ganglion neurons from degeneration using small-molecule TrkB receptor agonists.	2013	Journal Article
23291847	NA	A neonate with reduced cytomegalovirus DNA copy number and marked improvement of hearing in the treatment of congenital cytomegalovirus infection.	2013	Case Reports
26396946	10.1007/s12070-013-0695-x	The Protective Effect of Chrysin Against Cisplatin İnduced Ototoxicity in Rats.	2013	Journal Article
23325966	10.4103/0019-5413.104196	Evaluation of efficacy of oral pregabalin in reducing postoperative pain in patients undergoing total knee arthroplasty.	2013	Journal Article
23516009	NA	Amlodipine-induced gingival hyperplasia in chronic renal failure: a case report.	2013	Case Reports
23302645	NA	Intrathecal ketamine and pregabalin at sub-effective doses synergistically reduces neuropathic pain without motor dysfunction in mice.	2013	Journal Article
25436048	10.3342/ceo.2014.7.4.286	Protective effect of metformin on gentamicin-induced vestibulotoxicity in rat primary cell culture.	2013	Journal Article
25135244	10.1186/1745-6215-15-328	Intratympanic gentamicin treatment for Ménière's disease: a randomized, double-blind, placebo-controlled trial on dose efficacy - results of a prematurely ended study.	2013	Journal Article
24609645	10.1007/s00405-014-2957-y	Effect of intratympanic dimethyl sulphoxide (DMSO) in an in vivo model of cisplatin-related ototoxicity.	2013	Journal Article
24332269	10.1016/j.etp.2013.11.004	Histological insights in iminodipropionitrile-induced toxicity in rats.	2013	Journal Article
24350407	NA	Outcomes of MDR/XDR-TB patients treated with linezolid: experience in Thailand.	2013	Journal Article
23899413	10.1016/j.heares.2013.07.013	Gentamicin administration on the stapes footplate causes greater hearing loss and vestibulotoxicity than round window administration in guinea pigs.	2013	Journal Article
23467357	10.1523/JNEUROSCI.3940-12.2013	Functional mechanotransduction is required for cisplatin-induced hair cell death in the zebrafish lateral line.	2013	Journal Article
23429295	10.1038/cddis.2013.33	A combination of cilostazol and Ginkgo biloba extract protects against cisplatin-induced Cochleo-vestibular dysfunction by inhibiting the mitochondrial apoptotic and ERK pathways.	2013	Journal Article
23444481	NA	"In-bone" utricle cultures--a simplified, atraumatic technique for in situ cultures of the adult mouse (Mus musculus) utricle.	2013	Journal Article
24192668	10.1159/000355283	Gentamicin concentration gradients in scala tympani perilymph following systemic applications.	2013	Journal Article
24976616	10.1002/pbc.25123	Incidence of platinum-induced ototoxicity in pediatric patients in Quebec.	2013	Journal Article
24623558	10.1007/s00018-014-1594-3	Prevention of cisplatin-induced ototoxicity by the inhibition of gap junctional intercellular communication in auditory cells.	2013	Journal Article
24142776	10.1002/lary.24475	Steroids in aminoglycoside-containing ear drops: do they reduce cochlear toxicity?	2013	Journal Article
23323784	10.4155/tde.12.130	Drug delivery to the ear.	2013	Journal Article
23757186	10.1007/s40263-013-0084-8	Overdose of drugs for attention-deficit hyperactivity disorder: clinical presentation, mechanisms of toxicity, and management.	2013	Journal Article
24478269	10.1002/hed.23551	Sensorineural hearing loss in patients with head and neck cancer after chemoradiotherapy and radiotherapy: a systematic review of the literature.	2013	Journal Article
23837033	NA	Lomerizine therapy for the treatment of benign paroxysmal vertigo of childhood transitioning into atypical basilar migraine: A case report.	2013	Journal Article
24665295	NA	Zonisamide efficacy as adjunctive therapy in children with refractory epilepsy.	2013	Journal Article
23789213	NA	Curative effect of Dingqi analgesic patch on cancer pain: a single-blind randomized controlled trail.	2013	Journal Article
